budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""id"": 789, ""name"": ""muslim""}, {""id"": 958, ""name"": ""indian lead""}, {""id"": 1775, ""name"": ""demonstration""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2883, ""name"": ""imprisonment""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4089, ""name"": ""hunger strike""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 4092, ""name"": ""morning prayer""}, {""id"": 4096, ""name"": ""hindu""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 4101, ""name"": ""political negotiations""}, {""id"": 4102, ""name"": ""conference""}, {""id"": 4104, ""name"": ""nonviolent resistance""}, {""id"": 4106, ""name"": ""apartheid""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4108, ""name"": ""protest""}, {""id"": 4109, ""name"": ""independence movement""}, {""id"": 4110, ""name"": ""bombay india""}, {""id"": 4112, ""name"": ""strike""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 6157, ""name"": ""prayer""}, {""id"": 6193, ""name"": ""world religion""}, {""id"": 6194, ""name"": ""hinduism""}, {""id"": 7926, ""name"": ""mahatma gandhi""}, {""id"": 33485, ""name"": ""calcutta""}]",en,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",35.227212,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Indo-British"", ""id"": 501}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""National Film Development Corporation of India"", ""id"": 503}, {""name"": ""Carolina Bank"", ""id"": 504}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1982-11-30,77737889,191,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,His triumph changed the world forever.,Gandhi,7.4,716,1982,gandhi,7.7,40,34,6,85,6.9,5,4,1,80,3.9,10562,91
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 657, ""name"": ""fire""}, {""id"": 1857, ""name"": ""irish-american""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 2987, ""name"": ""gang war""}, {""id"": 3430, ""name"": ""pickpocket""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 3882, ""name"": ""gang of thieves""}, {""id"": 4452, ""name"": ""butcher""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 6092, ""name"": ""army""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10726, ""name"": ""gang""}]",en,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",46.160048,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Alberto Grimaldi Productions"", ""id"": 7381}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2002-12-14,193772504,167,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ga"", ""name"": ""Gaeilge""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,America was born in the streets.,Gangs of New York,7.1,1910,2002,gangs_of_new_york,7.1,200,149,51,74,6.5,42,28,14,66,3.5,35768,76
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 586, ""name"": ""new jersey""}, {""id"": 856, ""name"": ""paraplegic""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 1740, ""name"": ""pop culture""}, {""id"": 1941, ""name"": ""ecstasy""}, {""id"": 1942, ""name"": ""strangeness""}, {""id"": 1944, ""name"": ""epilepsy""}, {""id"": 1945, ""name"": ""lethargy""}, {""id"": 1947, ""name"": ""answering machine""}, {""id"": 2467, ""name"": ""difficult childhood""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 158741, ""name"": ""grave digger""}]",en,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",30.583959,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Large's Ark Productions"", ""id"": 11729}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-28,26781723,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Garden State,7.1,618,2004,garden_state,7.4,184,158,26,85,7.1,36,30,6,83,3.8,90523,87
50000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 271, ""name"": ""competition""}, {""id"": 2248, ""name"": ""moderator""}, {""id"": 8133, ""name"": ""lasagne""}, {""id"": 195032, ""name"": ""garfield""}]",en,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",17.667826,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-10,200804534,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready for frisky business.,Garfield,5.2,820,2004,garfield,3.5,133,19,114,14,3.5,33,4,29,12,2.9,33314,54
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 856, ""name"": ""paraplegic""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 2345, ""name"": ""spaceman""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 2690, ""name"": ""heart disease""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 4035, ""name"": ""blood sample""}, {""id"": 4039, ""name"": ""biotechnology""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 33611, ""name"": ""exercise""}, {""id"": 158292, ""name"": ""eugenics""}, {""id"": 162988, ""name"": ""dystopic future""}]",en,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",70.398356,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-07,12532777,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""eo"", ""name"": ""Esperanto""}]",Released,There is no gene for the human spirit.,Gattaca,7.5,1808,1997,gattaca,7.1,55,45,10,81,6.1,11,6,5,54,3.5,36666,82
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 10144, ""name"": ""anti semitism""}, {""id"": 13065, ""name"": ""soldier""}]",en,A magazine writer poses as a Jew to expose anti-Semitism.,5.381536,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1947-11-11,78e5,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Gentleman's Agreement,6.8,47,1947,gentlemans_agreement,7,30,25,5,83,6.8,5,4,1,80,3.8,1308,79
63600000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 4720, ""name"": ""ritual""}, {""id"": 5593, ""name"": ""pornographic video""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 159938, ""name"": ""dvd""}]",en,"Remake of the Michael Caine classic. Jack Carter, a mob enforcer living in Las Vegas, travels back to his hometown of Seattle for his brother's funeral. During this visit, Carter realizes that the death of his brother was not accidental, but a murder. With this knowledge, Carter sets out to kill all those responsible.",4.494788,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""The Canton Company"", ""id"": 22351}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-06,19412993,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Truth Hurts,Get Carter,4.8,145,2000,1100569-get_carter,3.6,60,7,53,11,2.9,19,1,18,5,2.5,4003,31
2400000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 992, ""name"": ""bus""}, {""id"": 165461, ""name"": ""march""}]",en,"Get On the Bus follows several Black men on a cross country bus trip to the Million Man March. On the bus are an eclectic set of characters including a laid off aircraft worker, a former Gang Banger, a Hollywood actor, a cop who is of mixed racial background, and a White bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race.",4.623059,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-16,5731103,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",Get on the Bus,7,11,1996,get_on_the_bus,7.5,38,33,5,86,7.7,10,9,1,90,3.5,1014,70
40000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 936, ""name"": ""loss of mother""}, {""id"": 2013, ""name"": ""attempted murder""}, {""id"": 3658, ""name"": ""career""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4562, ""name"": ""rapper""}, {""id"": 14964, ""name"": ""drug""}]",en,"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",12.885985,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Cent Productions Inc."", ""id"": 54336}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-09,46442528,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,If You Think You Know the Story...You Don't Know the Man.,Get Rich or Die Tryin',6.3,186,2005,get_rich_or_die_tryin,4.4,118,20,98,16,5,27,6,21,22,3.3,42176,73
30250000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 395, ""name"": ""gambling""}, {""id"": 416, ""name"": ""miami""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 8438, ""name"": ""job""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 12094, ""name"": ""business""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33879, ""name"": ""producer""}, {""id"": 159608, ""name"": ""con""}]",en,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",15.585138,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-20,115101622,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The mob is tough, but it’s nothing like show business.",Get Shorty,6.4,302,1995,get_shorty,7.7,49,42,7,85,8.4,14,14,0,100,3.2,10155,63
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 246, ""name"": ""dancing""}, {""id"": 470, ""name"": ""spy""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4721, ""name"": ""violin""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 33649, ""name"": ""legs""}]",en,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",23.496054,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films IV"", ""id"": 27352}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}, {""name"": ""Callahan Filmworks"", ""id"": 60378}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-19,230685453,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Saving The World...And Loving It!,Get Smart,6,1051,2008,get_smart,5.5,206,105,101,50,5.5,38,20,18,52,3.6,117099,73
22000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 417, ""name"": ""corruption""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 881, ""name"": ""money transfer""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1553, ""name"": ""pottery""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 210530, ""name"": ""spiritism""}]",en,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",41.967005,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-07-12,505e6,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A love that will last forever.,Ghost,6.9,1339,1990,1031086-ghost,6.8,42,34,8,80,0,4,4,0,100,3.5,62365,79
110000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]","[{""id"": 2870, ""name"": ""mephisto""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4084, ""name"": ""devil's son""}, {""id"": 5280, ""name"": ""ghost world""}, {""id"": 5452, ""name"": ""stunts""}, {""id"": 5454, ""name"": ""flame""}, {""id"": 9717, ""name"": ""based on comic book""}]",en,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",46.834704,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Crystal Sky Pictures"", ""id"": 20241}, {""name"": ""GH One"", ""id"": 20475}, {""name"": ""Vengeance Productions Pty. Ltd."", ""id"": 20476}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2007-02-16,228738393,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hell Is About To Be Unleashed,Ghost Rider,5.2,1712,2007,ghost_rider,4.3,130,34,96,26,4.3,21,6,15,28,3.2,233712,56
