title,genre,vote_average,rtAllCriticsRating
Premonition,Thriller,5.8,3.8
Premonition,Drama,5.8,3.8
Premonition,Mystery,5.8,3.8
Pretty Woman,Romance,7,5.7
Pretty Woman,Comedy,7,5.7
Pride & Prejudice,Drama,7.7,7.7
Pride & Prejudice,Romance,7.7,7.7
Pride and Glory,Thriller,6.3,5.1
Pride and Glory,Crime,6.3,5.1
Pride and Glory,Drama,6.3,5.1
Priest,Action,5.4,7.2
Priest,Science Fiction,5.4,7.2
Priest,Fantasy,5.4,7.2
Priest,Thriller,5.4,7.2
Priest,Horror,5.4,7.2
Primer,Science Fiction,6.9,6.5
Primer,Drama,6.9,6.5
Primer,Thriller,6.9,6.5
Project X,Comedy,6.5,6.2
Project X,Crime,6.5,6.2
Psycho,Drama,8.2,8.9
Psycho,Horror,8.2,8.9
Psycho,Thriller,8.2,8.9
Public Enemies,History,6.5,6.4
Public Enemies,Crime,6.5,6.4
Public Enemies,Drama,6.5,6.4
Pulp Fiction,Thriller,8.3,8.9
Pulp Fiction,Crime,8.3,8.9
Pulse,Horror,5,3.5
Pulse,Thriller,5,3.5
Punch-Drunk Love,Comedy,6.9,7.4
Punch-Drunk Love,Drama,6.9,7.4
Punch-Drunk Love,Romance,6.9,7.4
Punisher: War Zone,Action,5.6,4.2
Punisher: War Zone,Crime,5.6,4.2
Quantum of Solace,Adventure,6.1,6.1
Quantum of Solace,Action,6.1,6.1
Quantum of Solace,Thriller,6.1,6.1
Quantum of Solace,Crime,6.1,6.1
Quarantine,Horror,5.5,5.7
Quarantine,Science Fiction,5.5,5.7
Quarantine,Thriller,5.5,5.7
Queen of the Damned,Drama,5.4,3.9
Queen of the Damned,Fantasy,5.4,3.9
Queen of the Damned,Horror,5.4,3.9
Quest for Camelot,Fantasy,6.9,5.3
Quest for Camelot,Animation,6.9,5.3
Quest for Camelot,Drama,6.9,5.3
Quest for Camelot,Romance,6.9,5.3
Quest for Camelot,Family,6.9,5.3
Quills,Drama,6.8,6.6
Quo Vadis,Drama,7,6.4
Quo Vadis,History,7,6.4
Quo Vadis,Romance,7,6.4
Race to Witch Mountain,Adventure,5.5,5.1
Race to Witch Mountain,Family,5.5,5.1
Race to Witch Mountain,Fantasy,5.5,5.1
Race to Witch Mountain,Science Fiction,5.5,5.1
Race to Witch Mountain,Thriller,5.5,5.1
Race to Witch Mountain,Action,5.5,5.1
Racing Stripes,Comedy,5.1,4.9
Radio,Drama,6.8,5
Radio Flyer,Drama,6.6,4.7
Raging Bull,Drama,7.7,9
Rain Man,Drama,7.6,7.6
Raise Your Voice,Music,6,3.7
Raise Your Voice,Drama,6,3.7
Raise Your Voice,Romance,6,3.7
Raising Cain,Drama,5.9,4.4
Raising Cain,Horror,5.9,4.4
Raising Cain,Thriller,5.9,4.4
Raising Cain,Crime,5.9,4.4
Raising Helen,Drama,5.9,4.6
Raising Helen,Comedy,5.9,4.6
Raising Helen,Romance,5.9,4.6
Raising Victor Vargas,Drama,7.8,7.9
Raising Victor Vargas,Romance,7.8,7.9
Rambo III,Action,5.7,4.6
Rambo III,Adventure,5.7,4.6
Rambo III,Thriller,5.7,4.6
Rambo III,War,5.7,4.6
Rambo: First Blood Part II,Action,6.3,4.1
Rambo: First Blood Part II,Adventure,6.3,4.1
Rambo: First Blood Part II,Thriller,6.3,4.1
Rambo: First Blood Part II,War,6.3,4.1
Random Hearts,Drama,5.3,4
Random Hearts,Romance,5.3,4
Ransom,Action,6.4,6.4
Ransom,Thriller,6.4,6.4
Rat Race,Adventure,6,4.9
Rat Race,Comedy,6,4.9
Ratatouille,Animation,7.5,8.4
Ratatouille,Comedy,7.5,8.4
Ratatouille,Family,7.5,8.4
Ratatouille,Fantasy,7.5,8.4
Ray,Drama,7.2,7.3
Ray,Music,7.2,7.3
Ready to Rumble,Action,4.7,4
Ready to Rumble,Comedy,4.7,4
Ready to Rumble,Drama,4.7,4
Rebecca,Drama,7.7,8.7
Rebecca,Mystery,7.7,8.7
Recess: School's Out,Science Fiction,6.6,5.9
Recess: School's Out,Animation,6.6,5.9
Recess: School's Out,Comedy,6.6,5.9
Recess: School's Out,Family,6.6,5.9
Red Dawn,Action,6.4,4.8
Red Dawn,Thriller,6.4,4.8
Red Dragon,Crime,6.7,6.4
Red Dragon,Thriller,6.7,6.4
Red Dragon,Horror,6.7,6.4
Red Eye,Horror,6.2,6.7
Red Eye,Thriller,6.2,6.7
Red Planet,Thriller,5.4,3.7
Red Planet,Action,5.4,3.7
Red Planet,Science Fiction,5.4,3.7
Red River,Western,7.3,8.6
Redacted,Drama,6.2,5.3
Redacted,War,6.2,5.3
Reign of Fire,Adventure,6,5.2
Reign of Fire,Action,6,5.2
Reign of Fire,Fantasy,6,5.2
Reign Over Me,Drama,7.1,6.3
Reindeer Games,Thriller,5.4,4.2
Remember the Titans,Drama,7.4,6.3
Renaissance,Action,6.7,5.4
Renaissance,Animation,6.7,5.4
Renaissance,Science Fiction,6.7,5.4
Renaissance Man,Comedy,5.9,4.4
Renaissance Man,War,5.9,4.4
Rendition,Drama,6.2,5.4
Rendition,Thriller,6.2,5.4
Reno 911!: Miami,Action,5.6,5
Reno 911!: Miami,Adventure,5.6,5
Reno 911!: Miami,Comedy,5.6,5
Reno 911!: Miami,Crime,5.6,5
Rent,Drama,6.7,5.8
Rent,Romance,6.7,5.8
Repo Man,Comedy,6.7,7.9
Repo Man,Crime,6.7,7.9
Repo Man,Science Fiction,6.7,7.9
Repo Man,Thriller,6.7,7.9
Requiem for a Dream,Crime,7.9,7.4
Requiem for a Dream,Drama,7.9,7.4
Rescue Dawn,Adventure,6.9,7.5
Rescue Dawn,Drama,6.9,7.5
Rescue Dawn,War,6.9,7.5
Reservoir Dogs,Crime,8,8.9
Reservoir Dogs,Thriller,8,8.9
Resident Evil,Horror,6.4,4.5
Resident Evil,Action,6.4,4.5
Resident Evil,Science Fiction,6.4,4.5
Resident Evil: Apocalypse,Horror,6.1,3.9
Resident Evil: Apocalypse,Action,6.1,3.9
Resident Evil: Apocalypse,Science Fiction,6.1,3.9
Resident Evil: Extinction,Horror,6.1,4.3
Resident Evil: Extinction,Action,6.1,4.3
Resident Evil: Extinction,Science Fiction,6.1,4.3
Return to Me,Romance,6.1,6.1
Return to Me,Comedy,6.1,6.1
Return to Me,Drama,6.1,6.1
Return to Never Land,Adventure,6.1,5.4
Return to Never Land,Fantasy,6.1,5.4
Return to Never Land,Animation,6.1,5.4
Return to Never Land,Family,6.1,5.4
Return to Oz,Adventure,6.7,5.7
Return to Oz,Family,6.7,5.7
Return to Oz,Fantasy,6.7,5.7
Return to the Blue Lagoon,Drama,5.1,1.9
Return to the Blue Lagoon,Adventure,5.1,1.9
Return to the Blue Lagoon,Romance,5.1,1.9
Revolutionary Road,Drama,6.7,6.7
Revolutionary Road,Romance,6.7,6.7
Ride with the Devil,Drama,6.6,6.2
Ride with the Devil,War,6.6,6.2
Ride with the Devil,Romance,6.6,6.2
Ride with the Devil,Western,6.6,6.2
Riding Giants,Documentary,7.6,7.5
Riding in Cars with Boys,Comedy,6.5,5.2
Riding in Cars with Boys,Drama,6.5,5.2
Riding in Cars with Boys,Romance,6.5,5.2
Righteous Kill,Action,5.9,4.1
Righteous Kill,Crime,5.9,4.1
Righteous Kill,Drama,5.9,4.1
Righteous Kill,Thriller,5.9,4.1
Road House,Action,6.3,5.2
Road House,Thriller,6.3,5.2
Road to Perdition,Thriller,7.3,7.5
Road to Perdition,Crime,7.3,7.5
Road to Perdition,Drama,7.3,7.5
Road Trip,Comedy,5.9,5.9
Road Trip,Adventure,5.9,5.9
Rob Roy,Adventure,6.5,6.3
Robin Hood: Prince of Thieves,Adventure,6.6,5.2
RoboCop,Action,5.7,7.7
RoboCop,Science Fiction,5.7,7.7
RoboCop 3,Action,4.2,3.1
RoboCop 3,Adventure,4.2,3.1
RoboCop 3,Crime,4.2,3.1
RoboCop 3,Science Fiction,4.2,3.1
RoboCop 3,Thriller,4.2,3.1
Rocky,Drama,7.5,8.1
Rocky Balboa,Drama,6.5,6.5
Roger & Me,Documentary,7.4,8.8
Roger & Me,History,7.4,8.8
Role Models,Comedy,6.4,6.5
Romeo Is Bleeding,Action,5.7,4.5
Romeo Is Bleeding,Crime,5.7,4.5
Romeo Is Bleeding,Drama,5.7,4.5
Romeo Is Bleeding,Thriller,5.7,4.5
Romeo Must Die,Action,6,4.9
Romeo Must Die,Crime,6,4.9
Romeo Must Die,Thriller,6,4.9
Ronin,Action,6.7,6.3
Ronin,Thriller,6.7,6.3
Ronin,Crime,6.7,6.3
Ronin,Adventure,6.7,6.3
Rounders,Drama,6.9,6.2
Rounders,Crime,6.9,6.2
Ruby in Paradise,Drama,5.6,7.8
Ruby in Paradise,Romance,5.6,7.8
"Run, Fatboy, Run",Comedy,6.2,5.5
"Run, Fatboy, Run",Romance,6.2,5.5
Runaway Bride,Comedy,5.7,5.3
Runaway Bride,Romance,5.7,5.3
Running Scared,Action,7,4.5
Running Scared,Crime,7,4.5
Running Scared,Drama,7,4.5
Running Scared,Thriller,7,4.5
Running with Scissors,Drama,5.8,5
Running with Scissors,Comedy,5.8,5
Rush Hour 2,Action,6.4,5.4
Rush Hour 2,Comedy,6.4,5.4
Rush Hour 2,Crime,6.4,5.4
Rush Hour 2,Thriller,6.4,5.4
Rush Hour 3,Action,6.1,4.2
Rush Hour 3,Comedy,6.1,4.2
Rush Hour 3,Crime,6.1,4.2
Rush Hour 3,Thriller,6.1,4.2
Rushmore,Comedy,7.5,7.8
Rushmore,Drama,7.5,7.8
S.W.A.T.,Action,5.8,5.4
S.W.A.T.,Thriller,5.8,5.4
S.W.A.T.,Crime,5.8,5.4
Sabotage,Action,5.5,7.3
Sabotage,Drama,5.5,7.3
Sabotage,Thriller,5.5,7.3
Sabotage,Crime,5.5,7.3
Sahara,Action,5.7,5.2
Sahara,Adventure,5.7,5.2
Sahara,Comedy,5.7,5.2
Sahara,Drama,5.7,5.2
Sahara,Mystery,5.7,5.2
Sands of Iwo Jima,Action,6.2,7.4
Sands of Iwo Jima,Drama,6.2,7.4
Sands of Iwo Jima,History,6.2,7.4
Sands of Iwo Jima,War,6.2,7.4
Saving Private Ryan,Drama,7.9,8.2
Saving Private Ryan,History,7.9,8.2
Saving Private Ryan,War,7.9,8.2
Saving Silverman,Comedy,5.4,3.3
Saving Silverman,Crime,5.4,3.3
Saving Silverman,Romance,5.4,3.3
Saw,Horror,7.2,5.4
Saw,Mystery,7.2,5.4
Saw,Crime,7.2,5.4
Saw II,Horror,6.3,4.6
Saw III,Horror,6.1,4.2
Saw III,Thriller,6.1,4.2
Saw III,Crime,6.1,4.2
Saw IV,Horror,5.9,3.7
Saw IV,Thriller,5.9,3.7
Saw IV,Crime,5.9,3.7
Saw V,Horror,5.9,2.9
Saw V,Thriller,5.9,2.9
Saw V,Crime,5.9,2.9
Scarface,Action,8,7.5
Scarface,Crime,8,7.5
Scarface,Drama,8,7.5
Scarface,Thriller,8,7.5
Scary Movie 2,Comedy,5.4,3.3
Scary Movie 3,Comedy,5.8,4.8
Scary Movie 4,Comedy,5.3,4.7
Schindler's List,Drama,8.3,8.8
Schindler's List,History,8.3,8.8
Schindler's List,War,8.3,8.8
School for Scoundrels,Comedy,5.6,4.6
School for Scoundrels,Drama,5.6,4.6
School for Scoundrels,Romance,5.6,4.6
Scooby-Doo,Mystery,5.4,4.4
Scooby-Doo,Adventure,5.4,4.4
Scooby-Doo,Comedy,5.4,4.4
Scoop,Comedy,6.4,5.4
Scoop,Mystery,6.4,5.4
Scream,Crime,7,7
Scream,Horror,7,7
Scream,Mystery,7,7
Scream 2,Horror,6.1,6.8
Scream 2,Mystery,6.1,6.8
Scream 3,Horror,5.7,5.2
Scream 3,Mystery,5.7,5.2
Sea of Love,Drama,6.7,7
Sea of Love,Crime,6.7,7
Sea of Love,Mystery,6.7,7
Secret Window,Thriller,6.4,5.5
Secret Window,Mystery,6.4,5.5
Secretary,Comedy,6.7,6.7
Secretary,Drama,6.7,6.7
Secretary,Romance,6.7,6.7
Seed of Chucky,Drama,4.9,4.4
Seed of Chucky,Horror,4.9,4.4
Seed of Chucky,Comedy,4.9,4.4
Selena,Drama,7,6
Sense and Sensibility,Drama,7.2,7.9
Sense and Sensibility,Romance,7.2,7.9
Serendipity,Comedy,6.6,5.7
Serendipity,Romance,6.6,5.7
Serenity,Science Fiction,7.4,7.1
Serenity,Action,7.4,7.1
Serenity,Adventure,7.4,7.1
Serenity,Thriller,7.4,7.1
Serial Mom,Comedy,6.4,5.8
Serial Mom,Crime,6.4,5.8
Serial Mom,Horror,6.4,5.8
Serial Mom,Thriller,6.4,5.8
Serving Sara,Comedy,5,3
Serving Sara,Romance,5,3
Session 9,Horror,6.2,6.2
Session 9,Mystery,6.2,6.2
Set It Off,Drama,6.9,6
Set It Off,Action,6.9,6
Set It Off,Crime,6.9,6
Seven Pounds,Drama,7.5,4.6
Seven Years in Tibet,Adventure,7,6.3
Seven Years in Tibet,Drama,7,6.3
Seven Years in Tibet,History,7,6.3
Sex Drive,Comedy,6,5.3
Sex Drive,Adventure,6,5.3
Sex Drive,Romance,6,5.3
Shadow Conspiracy,Action,4,3
Shadow Conspiracy,Thriller,4,3
Shadow of the Vampire,Drama,6.6,7
Shadow of the Vampire,Horror,6.6,7
Shaft,Action,5.5,7.4
Shaft,Adventure,5.5,7.4
Shaft,Crime,5.5,7.4
Shaft,Thriller,5.5,7.4
Shakespeare in Love,Romance,6.8,8.1
Shakespeare in Love,History,6.8,8.1
Shallow Hal,Comedy,5.7,5.4
Shallow Hal,Romance,5.7,5.4
Shanghai Knights,Action,6,6
Shanghai Knights,Adventure,6,6
Shanghai Knights,Comedy,6,6
Shanghai Knights,Western,6,6
Shanghai Noon,Adventure,6.2,6.6
Shanghai Noon,Action,6.2,6.6
Shanghai Noon,Comedy,6.2,6.6
Shanghai Noon,Western,6.2,6.6
Shark Tale,Animation,5.8,5.2
Shark Tale,Action,5.8,5.2
Shark Tale,Comedy,5.8,5.2
Shark Tale,Family,5.8,5.2
Shattered Glass,Drama,6.6,7.7
Shattered Glass,History,6.6,7.7
Shaun of the Dead,Horror,7.5,7.7
Shaun of the Dead,Comedy,7.5,7.7
She Wore a Yellow Ribbon,Western,7.1,8.3
She's All That,Comedy,5.7,4.9
She's All That,Romance,5.7,4.9
She's the One,Comedy,5.7,5.8
She's the One,Romance,5.7,5.8
Sheena,Action,5,4.2
Sheena,Adventure,5,4.2
Sheena,Comedy,5,4.2
Sheena,Fantasy,5,4.2
Sheena,Science Fiction,5,4.2
Shooter,Action,6.9,5.6
Shooter,Drama,6.9,5.6
Shooter,Mystery,6.9,5.6
Shooter,Thriller,6.9,5.6
Shooter,Crime,6.9,5.6
Shooting Fish,Crime,7,5.8
Shooting Fish,Comedy,7,5.8
Shooting Fish,Romance,7,5.8
Shopgirl,Comedy,5.7,6.3
Shopgirl,Drama,5.7,6.3
Shopgirl,Romance,5.7,6.3
Shortbus,Romance,6.3,6.4
Shortbus,Drama,6.3,6.4
Shortbus,Comedy,6.3,6.4
Show Boat,Music,6.9,9.4
Show Boat,Romance,6.9,9.4
Showdown in Little Tokyo,Action,5.7,4.3
Showdown in Little Tokyo,Thriller,5.7,4.3
Showgirls,Drama,4.9,2.9
Shrek,Adventure,7.3,7.7
Shrek,Animation,7.3,7.7
Shrek,Comedy,7.3,7.7
Shrek,Family,7.3,7.7
Shrek,Fantasy,7.3,7.7
Shrek 2,Adventure,6.7,7.6
Shrek 2,Animation,6.7,7.6
Shrek 2,Comedy,6.7,7.6
Shrek 2,Family,6.7,7.6
Shrek 2,Fantasy,6.7,7.6
Shrek the Third,Fantasy,6,5.5
Shrek the Third,Adventure,6,5.5
Shrek the Third,Animation,6,5.5
Shrek the Third,Comedy,6,5.5
Shrek the Third,Family,6,5.5
Sicko,Documentary,7.3,7.8
Sideways,Comedy,6.9,8.6
Sideways,Drama,6.9,8.6
Sideways,Romance,6.9,8.6
Signs,Drama,6.4,6.8
Signs,Thriller,6.4,6.8
Signs,Science Fiction,6.4,6.8
Signs,Mystery,6.4,6.8
Silent Hill,Horror,6.3,4.5
Silent Hill,Mystery,6.3,4.5
Simon Birch,Comedy,6.5,5.8
Simon Birch,Drama,6.5,5.8
Simon Birch,Family,6.5,5.8
Simply Irresistible,Comedy,5.5,4
Sinbad: Legend of the Seven Seas,Family,6.6,5.6
Sinbad: Legend of the Seven Seas,Animation,6.6,5.6
Sinbad: Legend of the Seven Seas,Adventure,6.6,5.6
Singin' in the Rain,Comedy,7.8,9.2
Singin' in the Rain,Music,7.8,9.2
Singin' in the Rain,Romance,7.8,9.2
Six Days Seven Nights,Action,5.6,5.4
Six Days Seven Nights,Adventure,5.6,5.4
Six Days Seven Nights,Comedy,5.6,5.4
Six Days Seven Nights,Romance,5.6,5.4
Six-String Samurai,Action,5.8,6
Six-String Samurai,Adventure,5.8,6
Six-String Samurai,Science Fiction,5.8,6
Sky Captain and the World of Tomorrow,Mystery,5.7,6.8
Sky Captain and the World of Tomorrow,Action,5.7,6.8
Sky Captain and the World of Tomorrow,Thriller,5.7,6.8
Sky Captain and the World of Tomorrow,Science Fiction,5.7,6.8
Sky Captain and the World of Tomorrow,Adventure,5.7,6.8
Sky High,Adventure,5.8,6.5
Sky High,Comedy,5.8,6.5
Sky High,Family,5.8,6.5
Slackers,Comedy,5.4,3.1
Slackers,Romance,5.4,3.1
Sleeper,Comedy,7,8
Sleeper,Romance,7,8
Sleeper,Science Fiction,7,8
Sleepers,Crime,7.3,6.7
Sleepers,Drama,7.3,6.7
Sleepers,Thriller,7.3,6.7
Sliding Doors,Comedy,6.5,6.3
Sliding Doors,Drama,6.5,6.3
Sliding Doors,Fantasy,6.5,6.3
Sliding Doors,Romance,6.5,6.3
Sling Blade,Drama,7.4,8.3
Slumdog Millionaire,Drama,7.6,8.2
Slumdog Millionaire,Romance,7.6,8.2
Small Soldiers,Comedy,6.2,6.2
Small Soldiers,Adventure,6.2,6.2
Small Soldiers,Fantasy,6.2,6.2
Small Soldiers,Science Fiction,6.2,6.2
Small Soldiers,Action,6.2,6.2
Smokin' Aces,Action,6.4,4.3
Smokin' Aces,Comedy,6.4,4.3
Smokin' Aces,Crime,6.4,4.3
Smokin' Aces,Thriller,6.4,4.3
Snake Eyes,Crime,5.8,5.2
Snake Eyes,Mystery,5.8,5.2
Snakes on a Plane,Action,5.1,6.2
Snakes on a Plane,Crime,5.1,6.2
Snakes on a Plane,Horror,5.1,6.2
Snakes on a Plane,Thriller,5.1,6.2
Snitch,Thriller,5.8,7
Snitch,Drama,5.8,7
Soldier,Action,6.1,3.5
Soldier,War,6.1,3.5
Soldier,Science Fiction,6.1,3.5
Some Like It Hot,Comedy,8,8.9
Some Like It Hot,Romance,8,8.9
Something's Gotta Give,Drama,6.3,6.5
Something's Gotta Give,Comedy,6.3,6.5
Something's Gotta Give,Romance,6.3,6.5
Sorcerer,Action,7.4,7.1
Sorcerer,Thriller,7.4,7.1
Sorcerer,Adventure,7.4,7.1
Soul Plane,Romance,4.7,3.6
Soul Plane,Comedy,4.7,3.6
Southland Tales,Action,5.2,4.5
Southland Tales,Adventure,5.2,4.5
Southland Tales,Comedy,5.2,4.5
Southland Tales,Drama,5.2,4.5
Southland Tales,Science Fiction,5.2,4.5
Southland Tales,Thriller,5.2,4.5
Space Chimps,Animation,5.2,4.7
Space Chimps,Family,5.2,4.7
Space Cowboys,Action,6.3,6.8
Space Cowboys,Adventure,6.3,6.8
Space Cowboys,Thriller,6.3,6.8
Space Jam,Animation,6.5,5.1
Space Jam,Comedy,6.5,5.1
Space Jam,Drama,6.5,5.1
Space Jam,Family,6.5,5.1
Space Jam,Fantasy,6.5,5.1
Spaceballs,Comedy,6.7,6.3
Spaceballs,Science Fiction,6.7,6.3
Spaced Invaders,Comedy,4.7,3.3
Spaced Invaders,Family,4.7,3.3
Spaced Invaders,Science Fiction,4.7,3.3
Spanglish,Comedy,5.8,5.9
Spawn,Action,5,4
Spawn,Adventure,5,4
Spawn,Fantasy,5,4
Spawn,Horror,5,4
Spawn,Science Fiction,5,4
Spawn,Thriller,5,4
Species,Science Fiction,5.5,4.9
Species,Horror,5.5,4.9
Species,Action,5.5,4.9
Speed,Action,6.8,7.6
Speed,Adventure,6.8,7.6
Speed,Crime,6.8,7.6
Speed 2: Cruise Control,Action,4.1,3.1
Speed 2: Cruise Control,Adventure,4.1,3.1
Speed 2: Cruise Control,Thriller,4.1,3.1
Speed Racer,Action,5.7,5.1
Speed Racer,Family,5.7,5.1
Speed Racer,Science Fiction,5.7,5.1
Spellbound,Drama,7.3,7.3
Spellbound,Mystery,7.3,7.3
Spellbound,Thriller,7.3,7.3
Sphere,Science Fiction,5.8,4
Spice World,Adventure,4.7,4.5
Spice World,Fantasy,4.7,4.5
Spice World,Drama,4.7,4.5
Spice World,Comedy,4.7,4.5
Spice World,Music,4.7,4.5
Spider-Man 3,Fantasy,5.9,6.2
Spider-Man 3,Action,5.9,6.2
Spider-Man 3,Adventure,5.9,6.2
Spirit: Stallion of the Cimarron,Western,7.4,6.4
Spirit: Stallion of the Cimarron,Animation,7.4,6.4
Spirit: Stallion of the Cimarron,Adventure,7.4,6.4
Spirit: Stallion of the Cimarron,Comedy,7.4,6.4
Spirit: Stallion of the Cimarron,Family,7.4,6.4
Splash,Comedy,6.1,6.9
Splash,Fantasy,6.1,6.9
Splash,Romance,6.1,6.9
Spy Game,Action,6.8,6.2
Spy Game,Crime,6.8,6.2
Spy Game,Thriller,6.8,6.2
Stand by Me,Crime,7.8,7.8
Stand by Me,Drama,7.8,7.8
Star Trek,Science Fiction,7.4,8.1
Star Trek,Action,7.4,8.1
Star Trek,Adventure,7.4,8.1
Star Trek III: The Search for Spock,Science Fiction,6.4,6.4
Star Trek III: The Search for Spock,Action,6.4,6.4
Star Trek III: The Search for Spock,Adventure,6.4,6.4
Star Trek III: The Search for Spock,Thriller,6.4,6.4
Star Trek IV: The Voyage Home,Science Fiction,6.9,6.8
Star Trek IV: The Voyage Home,Adventure,6.9,6.8
Star Trek V: The Final Frontier,Science Fiction,5.6,4
Star Trek V: The Final Frontier,Action,5.6,4
Star Trek V: The Final Frontier,Adventure,5.6,4
Star Trek V: The Final Frontier,Thriller,5.6,4
Star Trek VI: The Undiscovered Country,Science Fiction,6.7,6.8
Star Trek VI: The Undiscovered Country,Action,6.7,6.8
Star Trek VI: The Undiscovered Country,Adventure,6.7,6.8
Star Trek VI: The Undiscovered Country,Thriller,6.7,6.8
Star Trek: First Contact,Science Fiction,7,7.4
Star Trek: First Contact,Action,7,7.4
Star Trek: First Contact,Adventure,7,7.4
Star Trek: First Contact,Thriller,7,7.4
Star Trek: Generations,Science Fiction,6.4,5.5
Star Trek: Generations,Action,6.4,5.5
Star Trek: Generations,Adventure,6.4,5.5
Star Trek: Generations,Thriller,6.4,5.5
Star Trek: Insurrection,Science Fiction,6.3,5.8
Star Trek: Insurrection,Action,6.3,5.8
Star Trek: Insurrection,Adventure,6.3,5.8
Star Trek: Insurrection,Thriller,6.3,5.8
Star Trek: Nemesis,Science Fiction,6.1,5.2
Star Trek: Nemesis,Action,6.1,5.2
Star Trek: Nemesis,Adventure,6.1,5.2
Star Trek: Nemesis,Thriller,6.1,5.2
Star Trek: The Motion Picture,Science Fiction,6.2,5.8
Star Trek: The Motion Picture,Adventure,6.2,5.8
Star Trek: The Motion Picture,Mystery,6.2,5.8
Star Wars,Adventure,8.1,8.2
Star Wars,Action,8.1,8.2
Star Wars,Science Fiction,8.1,8.2
Star Wars: Episode II - Attack of the Clones,Adventure,6.4,6.5
Star Wars: Episode II - Attack of the Clones,Action,6.4,6.5
Star Wars: Episode II - Attack of the Clones,Science Fiction,6.4,6.5
Star Wars: Episode III - Revenge of the Sith,Science Fiction,7.1,7.2
Star Wars: Episode III - Revenge of the Sith,Adventure,7.1,7.2
Star Wars: Episode III - Revenge of the Sith,Action,7.1,7.2
Stardust,Adventure,7.1,6.8
Stardust,Fantasy,7.1,6.8
Stardust,Romance,7.1,6.8
Stardust,Family,7.1,6.8
Starship Troopers,Adventure,6.7,6
Starship Troopers,Action,6.7,6
Starship Troopers,Thriller,6.7,6
Starship Troopers,Science Fiction,6.7,6
Starsky & Hutch,Comedy,5.6,6
Starsky & Hutch,Crime,5.6,6
Stay Alive,Horror,5.3,3
Stay Alive,Thriller,5.3,3
Stealth,Action,4.9,3.8
Step Brothers,Comedy,6.5,5.5
Step Up,Music,6.7,4.5
Step Up,Drama,6.7,4.5
Step Up,Romance,6.7,4.5
Step Up,Crime,6.7,4.5
Step Up 2: The Streets,Music,6.5,4.8
Step Up 2: The Streets,Drama,6.5,4.8
Step Up 2: The Streets,Romance,6.5,4.8
Stigmata,Horror,6,4
Stir of Echoes,Horror,6.5,6.4
Stir of Echoes,Mystery,6.5,6.4
Stir of Echoes,Thriller,6.5,6.4
Stomp the Yard,Drama,6.1,4.5
Stomp the Yard,Music,6.1,4.5
Stonewall,Drama,5.2,6.5
Stop-Loss,Drama,6.1,6.3
Stop-Loss,War,6.1,6.3
Stormbreaker,Adventure,5.1,4.7
Stormbreaker,Action,5.1,4.7
Stormbreaker,Family,5.1,4.7
Stranger Than Fiction,Comedy,7.1,6.8
Stranger Than Fiction,Drama,7.1,6.8
Stranger Than Fiction,Fantasy,7.1,6.8
Stranger Than Fiction,Romance,7.1,6.8
Straw Dogs,Drama,5.5,8.4
Straw Dogs,Thriller,5.5,8.4
Street Fighter,Action,4.1,2.9
Street Fighter,Adventure,4.1,2.9
Street Fighter,Thriller,4.1,2.9
Street Kings,Action,6.3,5.1
Street Kings,Crime,6.3,5.1
Street Kings,Drama,6.3,5.1
Street Kings,Thriller,6.3,5.1
Stripes,Action,6.5,6.6
Stripes,Comedy,6.5,6.6
Striptease,Drama,4.4,3.4
Striptease,Thriller,4.4,3.4
Striptease,Crime,4.4,3.4
Stuart Little 2,Family,5.4,6.9
Stuart Little 2,Adventure,5.4,6.9
Stuart Little 2,Animation,5.4,6.9
Stuart Little 2,Comedy,5.4,6.9
Subway,Action,6.3,5.8
Subway,Thriller,6.3,5.8
Summer Catch,Drama,4.8,3.1
Summer Catch,Comedy,4.8,3.1
Summer Catch,Romance,4.8,3.1
Sunshine Cleaning,Comedy,6.5,6.3
Sunshine Cleaning,Drama,6.5,6.3
Super Troopers,Comedy,6.6,5
Super Troopers,Crime,6.6,5
Super Troopers,Mystery,6.6,5
Superbad,Comedy,7,7.4
Superhero Movie,Action,4.9,3.7
Superhero Movie,Comedy,4.9,3.7
Superhero Movie,Science Fiction,4.9,3.7
Superman,Action,6.9,8
Superman,Adventure,6.9,8
Superman,Fantasy,6.9,8
Superman,Science Fiction,6.9,8
Superman II,Action,6.5,7.4
Superman II,Adventure,6.5,7.4
Superman II,Fantasy,6.5,7.4
Superman II,Science Fiction,6.5,7.4
Superman III,Comedy,5.3,4.4
Superman III,Action,5.3,4.4
Superman III,Adventure,5.3,4.4
Superman III,Fantasy,5.3,4.4
Superman III,Science Fiction,5.3,4.4
Superman IV: The Quest for Peace,Action,4.1,2.8
Superman IV: The Quest for Peace,Adventure,4.1,2.8
Superman IV: The Quest for Peace,Science Fiction,4.1,2.8
Superman Returns,Adventure,5.4,7.1
Superman Returns,Fantasy,5.4,7.1
Superman Returns,Action,5.4,7.1
Superman Returns,Science Fiction,5.4,7.1
Supernova,Horror,4.9,3.2
Supernova,Science Fiction,4.9,3.2
Supernova,Thriller,4.9,3.2
Surf's Up,Animation,5.9,6.6
Surf's Up,Comedy,5.9,6.6
Surf's Up,Family,5.9,6.6
Suspect Zero,Crime,5.5,4.4
Suspect Zero,Thriller,5.5,4.4
Sweet Home Alabama,Comedy,6,5.2
